'8:26:40.650 PM 12/29/2020,Level Range (%),PASS 25 to 100 / 100,,,,,
'8:26:55.023 PM 12/29/2020,Vent,PASS PASS / 0.00002 / -0.00191,,,,,
'8:27:17.243 PM 12/29/2020,Pressure Build ,PASS PASS / 0.01764 / 0.23362,,,,,
'8:27:17.645 PM 12/29/2020,Pressure Sensor (PSI),PASS 22 +/- 13 / 24.5,,,,,
'8:27:18.049 PM 12/29/2020,Precool (C/min),PASS Minimum 6 / N/A (Temp -84.4 C),,,,,
'8:27:18.425 PM 12/29/2020,Defrost (C/min),PASS Minimum 3 / N/A (Temp -84.2 C),,,,,
'8:27:18.624 PM 12/29/2020,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'8:28:14.909 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'8:28:15.250 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'8:28:15.889 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'8:28:15.970 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'8:28:16.091 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'8:28:16.426 PM 12/29/2020,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:28:17.441 PM 12/29/2020,Suction (inHg),PASS 15 inHg to 35 inHg / 21.8 inHg,,,,,
'8:28:18.053 PM 12/29/2020,Level Range (%),PASS 25 to 100 / 100,,,,,
'8:28:32.236 PM 12/29/2020,Vent,PASS PASS / -0.00001 / -0.00264,,,,,
'8:28:53.451 PM 12/29/2020,Pressure Build ,PASS PASS / 0.01546 / 0.22080,,,,,
'8:28:53.849 PM 12/29/2020,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.1,,,,,
'8:28:54.250 PM 12/29/2020,Precool (C/min),PASS Minimum 6 / N/A (Temp -59.5 C),,,,,
'8:28:54.654 PM 12/29/2020,Defrost (C/min),PASS Minimum 3 / N/A (Temp -59.4 C),,,,,
'8:28:54.827 PM 12/29/2020,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'8:29:13.619 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'8:29:13.863 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'8:29:14.494 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'8:29:14.580 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'8:29:14.707 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'8:29:15.027 PM 12/29/2020,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:29:16.080 PM 12/29/2020,Suction (inHg),PASS 15 inHg to 35 inHg / 21.8 inHg,,,,,
'8:29:16.657 PM 12/29/2020,Level Range (%),PASS 25 to 100 / 99,,,,,
'8:29:30.828 PM 12/29/2020,Vent,PASS PASS / 0.00001 / -0.00240,,,,,
'8:29:52.827 PM 12/29/2020,Pressure Build ,PASS PASS / 0.01503 / 0.22361,,,,,
'8:29:53.228 PM 12/29/2020,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.3,,,,,
'8:29:53.647 PM 12/29/2020,Precool (C/min),PASS Minimum 6 / N/A (Temp -47.9 C),,,,,
'8:29:54.052 PM 12/29/2020,Defrost (C/min),PASS Minimum 3 / N/A (Temp -47.8 C),,,,,
'8:29:54.227 PM 12/29/2020,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'8:32:46.244 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'8:32:46.659 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'8:32:47.262 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'8:32:47.329 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'8:32:47.494 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'8:32:47.632 PM 12/29/2020,BIT Result (Overall),FAIL All Test Pass / FAIL -  ABORT,,,,,
'8:33:48.876 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'8:33:49.253 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'8:33:49.879 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'8:33:49.971 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'8:33:50.092 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'8:33:50.425 PM 12/29/2020,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:33:50.649 PM 12/29/2020,BIT Result (Overall),FAIL All Test Pass / FAIL -  ABORT,,,,,
'8:34:42.851 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'8:34:43.243 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'8:34:43.913 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'8:34:43.991 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'8:34:44.096 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'8:34:44.441 PM 12/29/2020,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:34:45.420 PM 12/29/2020,Suction (inHg),PASS 15 inHg to 35 inHg / 17.7 inHg,,,,,
'8:34:46.021 PM 12/29/2020,Level Range (%),PASS 25 to 100 / 100,,,,,
'8:34:48.421 PM 12/29/2020,BIT Result (Overall),FAIL All Test Pass / FAIL -  ABORT,,,,,
'9:50:29.511 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'9:50:29.852 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'9:50:30.503 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'9:50:30.583 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'9:50:30.701 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'9:50:31.047 PM 12/29/2020,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'9:50:32.048 PM 12/29/2020,Suction (inHg),PASS 15 inHg to 35 inHg / 19.9 inHg,,,,,
'9:50:32.625 PM 12/29/2020,Level Range (%),PASS 25 to 100 / 99,,,,,
'9:50:46.823 PM 12/29/2020,Vent,PASS PASS / 0.00001 / -0.00537,,,,,
'9:51:16.824 PM 12/29/2020,Pressure Build ,PASS PASS / 0.01939 / 0.24025,,,,,
'9:51:17.222 PM 12/29/2020,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.0,,,,,
'9:51:21.444 PM 12/29/2020,Precool (C/min),PASS Minimum 6 / 17.8,,,,,
'9:51:40.836 PM 12/29/2020,Defrost (C/min),PASS Minimum 3 / 3.1,,,,,
'9:51:41.023 PM 12/29/2020,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'10:11:54.815 PM 12/29/2020,HOME,PASS HOME / HOME,,,,,
'10:11:55.041 PM 12/29/2020,Scanner,PASS Connected / Connected,,,,,
'10:11:55.702 PM 12/29/2020,Remotes,PASS ID / Not Connected,,,,,
'10:11:55.783 PM 12/29/2020,DAQ System,PASS Serial Number / 26404559,,,,,
'10:11:55.896 PM 12/29/2020,DAQ Modules,PASS 6 / 6,,,,,
'10:11:56.248 PM 12/29/2020,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'10:11:57.222 PM 12/29/2020,Suction (inHg),PASS 15 inHg to 35 inHg / 18.4 inHg,,,,,
'10:11:57.824 PM 12/29/2020,Level Range (%),PASS 25 to 100 / 95,,,,,
'10:12:12.038 PM 12/29/2020,Vent,PASS PASS / 0.00000 / -0.00159,,,,,
'10:12:33.620 PM 12/29/2020,Pressure Build ,PASS PASS / 0.00942 / 0.18180,,,,,
'10:12:34.040 PM 12/29/2020,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.8,,,,,
'10:12:39.427 PM 12/29/2020,Precool (C/min),PASS Minimum 6 / 18.5,,,,,
'10:12:39.838 PM 12/29/2020,Defrost (C/min),PASS Minimum 3 / N/A (Temp -12.7 C),,,,,
'10:12:40.021 PM 12/29/2020,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'4:13:04.039 PM 1/14/2021,HOME,PASS HOME / HOME,,,,,
'4:13:04.345 PM 1/14/2021,Scanner,PASS Connected / Connected,,,,,
'4:13:04.997 PM 1/14/2021,Remotes,PASS ID / Not Connected,,,,,
'4:13:05.077 PM 1/14/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:13:05.190 PM 1/14/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:13:05.533 PM 1/14/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:13:06.736 PM 1/14/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.3 inHg,,,,,
'4:13:07.315 PM 1/14/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'4:13:07.515 PM 1/14/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'4:18:02.832 PM 1/14/2021,HOME,PASS HOME / HOME,,,,,
'4:18:03.154 PM 1/14/2021,Scanner,PASS Connected / Connected,,,,,
'4:18:03.802 PM 1/14/2021,Remotes,PASS ID / Not Connected,,,,,
'4:18:03.885 PM 1/14/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:18:03.993 PM 1/14/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:18:04.333 PM 1/14/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:18:05.337 PM 1/14/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.0 inHg,,,,,
'4:18:05.933 PM 1/14/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'4:18:06.137 PM 1/14/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'6:39:24.037 PM 1/14/2021,HOME,PASS HOME / HOME,,,,,
'6:39:24.360 PM 1/14/2021,Scanner,PASS Connected / Connected,,,,,
'6:39:24.999 PM 1/14/2021,Remotes,PASS ID / Not Connected,,,,,
'6:39:25.081 PM 1/14/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:39:25.185 PM 1/14/2021,DAQ Modules,PASS 6 / 6,,,,,
'6:39:25.529 PM 1/14/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:39:26.516 PM 1/14/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 15.5 inHg,,,,,
'6:39:27.133 PM 1/14/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'6:39:27.340 PM 1/14/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'7:35:15.507 PM 1/14/2021,HOME,PASS HOME / HOME,,,,,
'7:35:15.762 PM 1/14/2021,Scanner,PASS Connected / Connected,,,,,
'7:35:16.401 PM 1/14/2021,Remotes,PASS ID / Not Connected,,,,,
'7:35:16.482 PM 1/14/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'7:35:16.583 PM 1/14/2021,DAQ Modules,PASS 6 / 6,,,,,
'7:35:16.943 PM 1/14/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'7:35:17.941 PM 1/14/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 15.4 inHg,,,,,
'7:35:18.539 PM 1/14/2021,Level Range (%),PASS 25 to 100 / 104,,,,,
'7:35:48.317 PM 1/14/2021,Vent,PASS PASS / -0.00021 / -0.00178,,,,,
'7:36:44.518 PM 1/14/2021,Pressure Build ,PASS PASS / 0.00179 / 0.13142,,,,,
'7:36:44.918 PM 1/14/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.8,,,,,
'7:36:48.338 PM 1/14/2021,Precool (C/min),PASS Minimum 6 / 22.1,,,,,
'7:37:09.519 PM 1/14/2021,Defrost (C/min),PASS Minimum 3 / 3.1,,,,,
'7:37:09.721 PM 1/14/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'4:22:57.763 PM 1/21/2021,HOME,PASS HOME / HOME,,,,,
'4:22:58.159 PM 1/21/2021,Scanner,PASS Connected / Connected,,,,,
'4:22:58.797 PM 1/21/2021,Remotes,PASS ID / Not Connected,,,,,
'4:22:58.876 PM 1/21/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:22:58.983 PM 1/21/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:22:59.333 PM 1/21/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:23:00.538 PM 1/21/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.4 inHg,,,,,
'4:23:01.116 PM 1/21/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'4:23:01.312 PM 1/21/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'4:56:01.866 PM 1/21/2021,HOME,PASS HOME / HOME,,,,,
'4:56:02.147 PM 1/21/2021,Scanner,PASS Connected / Connected,,,,,
'4:56:02.757 PM 1/21/2021,Remotes,PASS ID / Not Connected,,,,,
'4:56:02.841 PM 1/21/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:56:02.990 PM 1/21/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:56:03.323 PM 1/21/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:56:04.323 PM 1/21/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 19.2 inHg,,,,,
'4:56:04.929 PM 1/21/2021,Level Range (%),PASS 25 to 100 / 112,,,,,
'4:56:21.744 PM 1/21/2021,Vent,PASS PASS / -0.00009 / -0.00097,,,,,
'4:56:54.125 PM 1/21/2021,Pressure Build ,PASS PASS / 0.00316 / 0.21987,,,,,
'4:56:54.526 PM 1/21/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.8,,,,,
'4:56:58.138 PM 1/21/2021,Precool (C/min),PASS Minimum 6 / 15.2,,,,,
'4:57:25.924 PM 1/21/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'4:57:26.125 PM 1/21/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'5:19:05.330 PM 1/21/2021,HOME,PASS HOME / HOME,,,,,
'5:19:05.732 PM 1/21/2021,Scanner,PASS Connected / Connected,,,,,
'5:19:06.343 PM 1/21/2021,Remotes,PASS ID / Not Connected,,,,,
'5:19:06.399 PM 1/21/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'5:19:06.564 PM 1/21/2021,DAQ Modules,FAIL 6 / 5,,,,,
'5:19:06.916 PM 1/21/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - INCOMPLETE,,,,,
'6:06:01.335 PM 1/21/2021,Scanner,PASS Connected / Connected,,,,,
'6:06:01.763 PM 1/21/2021,Remotes,PASS ID / Not Connected,,,,,
'6:06:01.803 PM 1/21/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:06:01.965 PM 1/21/2021,DAQ Modules,FAIL 6 / 5,,,,,
'6:06:02.315 PM 1/21/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - INCOMPLETE,,,,,
'6:06:49.488 PM 1/21/2021,HOME,PASS HOME / HOME,,,,,
'6:06:49.757 PM 1/21/2021,Scanner,PASS Connected / Connected,,,,,
'6:06:50.399 PM 1/21/2021,Remotes,PASS ID / Not Connected,,,,,
'6:06:50.476 PM 1/21/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:06:50.584 PM 1/21/2021,DAQ Modules,PASS 6 / 6,,,,,
'6:06:50.916 PM 1/21/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:06:52.125 PM 1/21/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.7 inHg,,,,,
'6:06:52.716 PM 1/21/2021,Level Range (%),PASS 25 to 100 / 112,,,,,
'6:07:06.938 PM 1/21/2021,Vent,PASS PASS / 0.00002 / -0.00515,,,,,
'6:07:27.915 PM 1/21/2021,Pressure Build ,PASS PASS / 0.03884 / 0.32662,,,,,
'6:07:28.313 PM 1/21/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.7,,,,,
'6:07:32.715 PM 1/21/2021,Precool (C/min),PASS Minimum 6 / 13.8,,,,,
'6:07:52.736 PM 1/21/2021,Defrost (C/min),PASS Minimum 3 / 3.1,,,,,
'6:07:52.937 PM 1/21/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'6:13:04.539 PM 1/21/2021,HOME,PASS HOME / HOME,,,,,
'6:13:04.959 PM 1/21/2021,Scanner,PASS Connected / Connected,,,,,
'6:13:05.595 PM 1/21/2021,Remotes,PASS ID / Not Connected,,,,,
'6:13:05.672 PM 1/21/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:13:05.793 PM 1/21/2021,DAQ Modules,PASS 6 / 6,,,,,
'6:13:06.117 PM 1/21/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:13:07.118 PM 1/21/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 18.8 inHg,,,,,
'6:13:07.739 PM 1/21/2021,Level Range (%),PASS 25 to 100 / 111,,,,,
'6:13:22.119 PM 1/21/2021,Vent,PASS PASS / 0.00000 / -0.00343,,,,,
'6:13:45.344 PM 1/21/2021,Pressure Build ,PASS PASS / 0.01381 / 0.27752,,,,,
'6:13:45.738 PM 1/21/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.4,,,,,
'6:13:49.320 PM 1/21/2021,Precool (C/min),PASS Minimum 6 / 15.2,,,,,
'6:14:05.736 PM 1/21/2021,Defrost (C/min),PASS Minimum 3 / 3.3,,,,,
'6:14:05.916 PM 1/21/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'3:38:24.800 PM 2/3/2021,HOME,PASS HOME / HOME,,,,,
'3:38:25.137 PM 2/3/2021,Scanner,PASS Connected / Connected,,,,,
'3:38:25.792 PM 2/3/2021,Remotes,PASS ID / Not Connected,,,,,
'3:38:25.875 PM 2/3/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'3:38:25.981 PM 2/3/2021,DAQ Modules,PASS 6 / 6,,,,,
'3:38:26.329 PM 2/3/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'3:38:27.529 PM 2/3/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.4 inHg,,,,,
'3:38:28.128 PM 2/3/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'3:38:28.335 PM 2/3/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'6:18:20.529 PM 2/3/2021,HOME,PASS HOME / HOME,,,,,
'6:18:20.954 PM 2/3/2021,Scanner,PASS Connected / Connected,,,,,
'6:18:21.590 PM 2/3/2021,Remotes,PASS ID / Not Connected,,,,,
'6:18:21.675 PM 2/3/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:18:21.791 PM 2/3/2021,DAQ Modules,PASS 6 / 6,,,,,
'6:18:22.113 PM 2/3/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:18:23.114 PM 2/3/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.0 inHg,,,,,
'6:18:23.739 PM 2/3/2021,Level Range (%),PASS 25 to 100 / 111,,,,,
'6:18:38.116 PM 2/3/2021,Vent,PASS PASS / 0.00001 / -0.00508,,,,,
'6:18:59.114 PM 2/3/2021,Pressure Build ,PASS PASS / 0.04050 / 0.32297,,,,,
'6:18:59.515 PM 2/3/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 21.7,,,,,
'6:19:04.132 PM 2/3/2021,Precool (C/min),PASS Minimum 6 / 14.1,,,,,
'6:19:23.734 PM 2/3/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'6:19:23.915 PM 2/3/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'5:26:31.504 PM 2/5/2021,HOME,PASS HOME / HOME,,,,,
'5:26:31.755 PM 2/5/2021,Scanner,PASS Connected / Connected,,,,,
'5:26:32.408 PM 2/5/2021,Remotes,PASS ID / Not Connected,,,,,
'5:26:32.489 PM 2/5/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'5:26:32.595 PM 2/5/2021,DAQ Modules,PASS 6 / 6,,,,,
'5:26:32.948 PM 2/5/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'5:26:33.924 PM 2/5/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.5 inHg,,,,,
'5:26:34.532 PM 2/5/2021,Level Range (%),PASS 25 to 100 / 53,,,,,
'5:26:48.731 PM 2/5/2021,Vent,PASS PASS / -0.00001 / -0.00282,,,,,
'5:28:17.333 PM 2/5/2021,Pressure Build ,PASS PASS / 0.01665 / 0.06142,,,,,
'5:28:17.724 PM 2/5/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.2,,,,,
'5:28:22.325 PM 2/5/2021,Precool (C/min),PASS Minimum 6 / 11.5,,,,,
'5:28:43.125 PM 2/5/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'5:28:43.326 PM 2/5/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'1:46:05.544 PM 2/24/2021,HOME,PASS HOME / HOME,,,,,
'1:46:05.944 PM 2/24/2021,Scanner,PASS Connected / Connected,,,,,
'1:46:06.593 PM 2/24/2021,Remotes,PASS ID / Not Connected,,,,,
'1:46:06.674 PM 2/24/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'1:46:06.783 PM 2/24/2021,DAQ Modules,PASS 6 / 6,,,,,
'1:46:07.116 PM 2/24/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'1:46:08.127 PM 2/24/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 18.7 inHg,,,,,
'1:46:08.716 PM 2/24/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'1:46:08.935 PM 2/24/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'1:50:49.534 PM 2/24/2021,HOME,PASS HOME / HOME,,,,,
'1:50:49.958 PM 2/24/2021,Scanner,PASS Connected / Connected,,,,,
'1:50:50.605 PM 2/24/2021,Remotes,PASS ID / Not Connected,,,,,
'1:50:50.684 PM 2/24/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'1:50:50.791 PM 2/24/2021,DAQ Modules,PASS 6 / 6,,,,,
'1:50:51.131 PM 2/24/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'1:50:52.141 PM 2/24/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.0 inHg,,,,,
'1:50:52.714 PM 2/24/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'1:50:52.916 PM 2/24/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'2:45:21.807 PM 2/24/2021,HOME,PASS HOME / HOME,,,,,
'2:45:22.136 PM 2/24/2021,Scanner,PASS Connected / Connected,,,,,
'2:45:22.797 PM 2/24/2021,Remotes,PASS ID / Not Connected,,,,,
'2:45:22.877 PM 2/24/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'2:45:22.981 PM 2/24/2021,DAQ Modules,PASS 6 / 6,,,,,
'2:45:23.313 PM 2/24/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'2:45:24.513 PM 2/24/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.6 inHg,,,,,
'2:45:25.129 PM 2/24/2021,Level Range (%),PASS 25 to 100 / 110,,,,,
'2:45:43.513 PM 2/24/2021,Vent,PASS PASS / -0.00006 / -0.00229,,,,,
'2:46:23.334 PM 2/24/2021,Pressure Build ,PASS PASS / 0.00982 / 0.18757,,,,,
'2:46:23.742 PM 2/24/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.2,,,,,
'2:46:26.936 PM 2/24/2021,Precool (C/min),PASS Minimum 6 / 24.1,,,,,
'2:46:48.540 PM 2/24/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'2:46:48.738 PM 2/24/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'12:57:00.700 PM 3/11/2021,HOME,PASS HOME / HOME,,,,,
'12:57:01.051 PM 3/11/2021,Scanner,PASS Connected / Connected,,,,,
'12:57:01.705 PM 3/11/2021,Remotes,PASS ID / Not Connected,,,,,
'12:57:01.783 PM 3/11/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'12:57:01.883 PM 3/11/2021,DAQ Modules,PASS 6 / 6,,,,,
'12:57:02.233 PM 3/11/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'12:57:03.414 PM 3/11/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 22.7 inHg,,,,,
'12:57:04.025 PM 3/11/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'12:57:04.212 PM 3/11/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'1:41:36.984 PM 3/11/2021,HOME,PASS HOME / HOME,,,,,
'1:41:37.240 PM 3/11/2021,Scanner,PASS Connected / Connected,,,,,
'1:41:37.911 PM 3/11/2021,Remotes,PASS ID / Not Connected,,,,,
'1:41:37.988 PM 3/11/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'1:41:38.083 PM 3/11/2021,DAQ Modules,PASS 6 / 6,,,,,
'1:41:38.419 PM 3/11/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'1:41:39.423 PM 3/11/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.0 inHg,,,,,
'1:41:40.020 PM 3/11/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'1:41:40.220 PM 3/11/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'4:31:51.666 PM 3/29/2021,HOME,PASS HOME / HOME,,,,,
'4:31:52.042 PM 3/29/2021,Scanner,PASS Connected / Connected,,,,,
'4:31:52.697 PM 3/29/2021,Remotes,PASS ID / Not Connected,,,,,
'4:31:52.775 PM 3/29/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:31:52.882 PM 3/29/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:31:53.222 PM 3/29/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:31:54.211 PM 3/29/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.4 inHg,,,,,
'4:31:54.823 PM 3/29/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'4:31:55.011 PM 3/29/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'4:32:16.240 PM 3/29/2021,HOME,PASS HOME / HOME,,,,,
'4:32:16.647 PM 3/29/2021,Scanner,PASS Connected / Connected,,,,,
'4:32:17.279 PM 3/29/2021,Remotes,PASS ID / Not Connected,,,,,
'4:32:17.365 PM 3/29/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:32:17.479 PM 3/29/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:32:17.831 PM 3/29/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:32:18.811 PM 3/29/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 22.1 inHg,,,,,
'4:32:19.412 PM 3/29/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'4:32:19.633 PM 3/29/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'12:29:05.790 PM 3/30/2021,HOME,PASS HOME / HOME,,,,,
