'12:29:06.042 PM 3/30/2021,Scanner,PASS Connected / Connected,,,,,
'12:29:06.698 PM 3/30/2021,Remotes,PASS ID / Not Connected,,,,,
'12:29:06.779 PM 3/30/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'12:29:06.884 PM 3/30/2021,DAQ Modules,PASS 6 / 6,,,,,
'12:29:07.241 PM 3/30/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'12:29:08.222 PM 3/30/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 18.8 inHg,,,,,
'12:29:08.822 PM 3/30/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'12:29:09.035 PM 3/30/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'2:37:28.688 PM 3/30/2021,HOME,PASS HOME / HOME,,,,,
'2:37:29.058 PM 3/30/2021,Scanner,PASS Connected / Connected,,,,,
'2:37:29.701 PM 3/30/2021,Remotes,PASS ID / Not Connected,,,,,
'2:37:29.777 PM 3/30/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'2:37:29.889 PM 3/30/2021,DAQ Modules,PASS 6 / 6,,,,,
'2:37:30.238 PM 3/30/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'2:37:31.429 PM 3/30/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.9 inHg,,,,,
'2:37:32.011 PM 3/30/2021,Level Range (%),PASS 25 to 100 / 108,,,,,
'2:37:46.229 PM 3/30/2021,Vent,PASS PASS / 0.00000 / -0.00443,,,,,
'2:38:07.429 PM 3/30/2021,Pressure Build ,PASS PASS / 0.03301 / 0.28788,,,,,
'2:38:07.825 PM 3/30/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.4,,,,,
'2:38:11.829 PM 3/30/2021,Precool (C/min),PASS Minimum 6 / 15.0,,,,,
'2:38:31.634 PM 3/30/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'2:38:31.833 PM 3/30/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'7:07:13.040 PM 3/30/2021,HOME,PASS HOME / HOME,,,,,
'7:07:13.452 PM 3/30/2021,Scanner,PASS Connected / Connected,,,,,
'7:07:14.104 PM 3/30/2021,Remotes,PASS ID / Not Connected,,,,,
'7:07:14.182 PM 3/30/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'7:07:14.290 PM 3/30/2021,DAQ Modules,PASS 6 / 6,,,,,
'7:07:14.617 PM 3/30/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'7:07:15.841 PM 3/30/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.6 inHg,,,,,
'7:07:16.436 PM 3/30/2021,Level Range (%),PASS 25 to 100 / 92,,,,,
'7:07:30.616 PM 3/30/2021,Vent,PASS PASS / 0.00001 / -0.00130,,,,,
'7:08:01.817 PM 3/30/2021,Pressure Build ,PASS PASS / 0.00563 / 0.15940,,,,,
'7:08:02.240 PM 3/30/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.3,,,,,
'7:08:06.016 PM 3/30/2021,Precool (C/min),PASS Minimum 6 / 16.9,,,,,
'7:08:26.239 PM 3/30/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'7:08:26.417 PM 3/30/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'7:18:37.786 PM 6/28/2021,HOME,PASS HOME / HOME,,,,,
'7:18:38.038 PM 6/28/2021,Scanner,PASS Connected / Connected,,,,,
'7:18:38.689 PM 6/28/2021,Remotes,PASS ID / Not Connected,,,,,
'7:18:38.774 PM 6/28/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'7:18:38.875 PM 6/28/2021,DAQ Modules,PASS 6 / 6,,,,,
'7:18:39.231 PM 6/28/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'7:18:40.210 PM 6/28/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.0 inHg,,,,,
'7:18:40.807 PM 6/28/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'7:18:41.009 PM 6/28/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'8:03:05.473 PM 6/28/2021,HOME,PASS HOME / HOME,,,,,
'8:03:05.828 PM 6/28/2021,Scanner,PASS Connected / Connected,,,,,
'8:03:06.489 PM 6/28/2021,Remotes,PASS ID / Not Connected,,,,,
'8:03:06.568 PM 6/28/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'8:03:06.673 PM 6/28/2021,DAQ Modules,PASS 6 / 6,,,,,
'8:03:07.028 PM 6/28/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:03:08.028 PM 6/28/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 15.3 inHg,,,,,
'8:03:08.622 PM 6/28/2021,Level Range (%),PASS 25 to 100 / 109,,,,,
'8:03:32.007 PM 6/28/2021,Vent,PASS PASS / -0.00027 / -0.00140,,,,,
'8:04:16.207 PM 6/28/2021,Pressure Build ,PASS PASS / 0.00280 / 0.16477,,,,,
'8:04:16.604 PM 6/28/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.4,,,,,
'8:04:19.824 PM 6/28/2021,Precool (C/min),PASS Minimum 6 / 18.4,,,,,
'8:04:43.007 PM 6/28/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'8:04:43.223 PM 6/28/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'12:36:19.949 PM 7/7/2021,HOME,PASS HOME / HOME,,,,,
'12:36:20.236 PM 7/7/2021,Scanner,PASS Connected / Connected,,,,,
'12:36:20.887 PM 7/7/2021,Remotes,PASS ID / Not Connected,,,,,
'12:36:20.967 PM 7/7/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'12:36:21.083 PM 7/7/2021,DAQ Modules,PASS 6 / 6,,,,,
'12:36:21.425 PM 7/7/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'12:36:22.414 PM 7/7/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 17.1 inHg,,,,,
'12:36:23.016 PM 7/7/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'12:36:23.226 PM 7/7/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'1:46:11.530 PM 7/7/2021,HOME,PASS HOME / HOME,,,,,
'1:46:11.834 PM 7/7/2021,Scanner,PASS Connected / Connected,,,,,
'1:46:12.500 PM 7/7/2021,Remotes,PASS ID / Not Connected,,,,,
'1:46:12.586 PM 7/7/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'1:46:12.674 PM 7/7/2021,DAQ Modules,PASS 6 / 6,,,,,
'1:46:13.000 PM 7/7/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'1:46:14.203 PM 7/7/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.7 inHg,,,,,
'1:46:14.826 PM 7/7/2021,Level Range (%),PASS 25 to 100 / 69,,,,,
'1:46:31.017 PM 7/7/2021,Vent,PASS PASS / 0.00003 / -0.00097,,,,,
'1:47:48.015 PM 7/7/2021,Pressure Build ,PASS PASS / 0.00649 / 0.07631,,,,,
'1:47:48.420 PM 7/7/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.5,,,,,
'1:47:52.422 PM 7/7/2021,Precool (C/min),PASS Minimum 6 / 14.6,,,,,
'1:48:15.003 PM 7/7/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'1:48:15.200 PM 7/7/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'7:36:42.330 PM 7/8/2021,HOME,PASS HOME / HOME,,,,,
'7:36:42.627 PM 7/8/2021,Scanner,PASS Connected / Connected,,,,,
'7:36:43.287 PM 7/8/2021,Remotes,PASS ID / Not Connected,,,,,
'7:36:43.365 PM 7/8/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'7:36:43.480 PM 7/8/2021,DAQ Modules,PASS 6 / 6,,,,,
'7:36:43.822 PM 7/8/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'7:36:44.823 PM 7/8/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 19.0 inHg,,,,,
'7:36:45.430 PM 7/8/2021,Level Range (%),PASS 25 to 100 / 34,,,,,
'7:37:00.004 PM 7/8/2021,Vent,PASS PASS / 0.00000 / -0.00255,,,,,
'7:37:00.420 PM 7/8/2021,BIT Result (Overall),FAIL All Test Pass / FAIL -  ABORT,,,,,
'3:00:56.989 PM 7/9/2021,HOME,PASS HOME / HOME,,,,,
'3:00:57.250 PM 7/9/2021,Scanner,PASS Connected / Connected,,,,,
'3:00:57.877 PM 7/9/2021,Remotes,PASS ID / Not Connected,,,,,
'3:00:57.958 PM 7/9/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'3:00:58.079 PM 7/9/2021,DAQ Modules,PASS 6 / 6,,,,,
'3:00:58.425 PM 7/9/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'3:00:59.406 PM 7/9/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 15.8 inHg,,,,,
'3:01:00.005 PM 7/9/2021,Level Range (%),FAIL 25 to 100 / 16,,,,,
'3:01:00.226 PM 7/9/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'3:25:24.730 PM 7/9/2021,HOME,PASS HOME / HOME,,,,,
'3:25:25.041 PM 7/9/2021,Scanner,PASS Connected / Connected,,,,,
'3:25:25.641 PM 7/9/2021,Remotes,PASS ID / Not Connected,,,,,
'3:25:25.708 PM 7/9/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'3:25:25.879 PM 7/9/2021,DAQ Modules,PASS 6 / 6,,,,,
'3:25:26.206 PM 7/9/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'3:25:27.237 PM 7/9/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.1 inHg,,,,,
'3:25:27.806 PM 7/9/2021,Level Range (%),PASS 25 to 100 / 111,,,,,
'3:25:59.029 PM 7/9/2021,Vent,PASS PASS / -0.00025 / -0.00174,,,,,
'3:26:52.806 PM 7/9/2021,Pressure Build ,PASS PASS / -0.00123 / 0.14972,,,,,
'3:26:53.207 PM 7/9/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.0,,,,,
'3:26:56.628 PM 7/9/2021,Precool (C/min),PASS Minimum 6 / 19.5,,,,,
'3:27:18.806 PM 7/9/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'3:27:19.008 PM 7/9/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'4:55:16.743 PM 7/9/2021,HOME,PASS HOME / HOME,,,,,
'4:55:17.048 PM 7/9/2021,Scanner,PASS Connected / Connected,,,,,
'4:55:17.676 PM 7/9/2021,Remotes,PASS ID / Not Connected,,,,,
'4:55:17.761 PM 7/9/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:55:17.871 PM 7/9/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:55:18.207 PM 7/9/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:55:19.268 PM 7/9/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 15.4 inHg,,,,,
'4:55:19.807 PM 7/9/2021,Level Range (%),PASS 25 to 100 / 109,,,,,
'4:55:33.832 PM 7/9/2021,Vent,PASS PASS / -0.00001 / -0.00247,,,,,
'4:56:05.207 PM 7/9/2021,Pressure Build ,PASS PASS / 0.02087 / 0.22727,,,,,
'4:56:05.628 PM 7/9/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.3,,,,,
'4:56:09.032 PM 7/9/2021,Precool (C/min),PASS Minimum 6 / 21.1,,,,,
'4:56:28.808 PM 7/9/2021,Defrost (C/min),PASS Minimum 3 / 3.1,,,,,
'4:56:29.032 PM 7/9/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'4:31:12.685 PM 7/15/2021,HOME,PASS HOME / HOME,,,,,
'4:31:13.025 PM 7/15/2021,Scanner,PASS Connected / Connected,,,,,
'4:31:13.672 PM 7/15/2021,Remotes,PASS ID / Not Connected,,,,,
'4:31:13.759 PM 7/15/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:31:13.870 PM 7/15/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:31:14.203 PM 7/15/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:31:15.202 PM 7/15/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 16.8 inHg,,,,,
'4:31:15.803 PM 7/15/2021,Level Range (%),FAIL 25 to 100 / 0,,,,,
'4:31:16.005 PM 7/15/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'4:53:19.125 PM 7/15/2021,HOME,PASS HOME / HOME,,,,,
'4:53:19.444 PM 7/15/2021,Scanner,PASS Connected / Connected,,,,,
'4:53:20.030 PM 7/15/2021,Remotes,PASS ID / Not Connected,,,,,
'4:53:20.098 PM 7/15/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'4:53:20.273 PM 7/15/2021,DAQ Modules,PASS 6 / 6,,,,,
'4:53:20.602 PM 7/15/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'4:53:21.614 PM 7/15/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 22.1 inHg,,,,,
'4:53:22.218 PM 7/15/2021,Level Range (%),PASS 25 to 100 / 104,,,,,
'4:53:44.805 PM 7/15/2021,Vent,PASS PASS / -0.00015 / -0.00150,,,,,
'4:54:32.001 PM 7/15/2021,Pressure Build ,PASS PASS / 0.00200 / 0.15100,,,,,
'4:54:32.402 PM 7/15/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.8,,,,,
'4:54:36.004 PM 7/15/2021,Precool (C/min),PASS Minimum 6 / 15.9,,,,,
'4:54:56.611 PM 7/15/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'4:54:56.801 PM 7/15/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'8:17:14.487 PM 7/15/2021,HOME,PASS HOME / HOME,,,,,
'8:17:14.825 PM 7/15/2021,Scanner,PASS Connected / Connected,,,,,
'8:17:15.486 PM 7/15/2021,Remotes,PASS ID / Not Connected,,,,,
'8:17:15.565 PM 7/15/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'8:17:15.669 PM 7/15/2021,DAQ Modules,PASS 6 / 6,,,,,
'8:17:16.007 PM 7/15/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:17:17.061 PM 7/15/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 18.8 inHg,,,,,
'8:17:17.624 PM 7/15/2021,Level Range (%),PASS 25 to 100 / 102,,,,,
'8:17:32.005 PM 7/15/2021,Vent,PASS PASS / 0.00001 / -0.00401,,,,,
'8:17:53.205 PM 7/15/2021,Pressure Build ,PASS PASS / 0.04218 / 0.25084,,,,,
'8:17:53.604 PM 7/15/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.0,,,,,
'8:17:57.407 PM 7/15/2021,Precool (C/min),PASS Minimum 6 / 17.9,,,,,
'8:18:16.025 PM 7/15/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'8:18:16.206 PM 7/15/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'8:07:27.985 PM 8/5/2021,HOME,PASS HOME / HOME,,,,,
'8:07:28.333 PM 8/5/2021,Scanner,PASS Connected / Connected,,,,,
'8:07:28.981 PM 8/5/2021,Remotes,PASS ID / Not Connected,,,,,
'8:07:29.061 PM 8/5/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'8:07:29.179 PM 8/5/2021,DAQ Modules,PASS 6 / 6,,,,,
'8:07:29.529 PM 8/5/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:07:30.507 PM 8/5/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.2 inHg,,,,,
'8:07:31.103 PM 8/5/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'8:07:31.330 PM 8/5/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'8:47:05.785 PM 8/5/2021,HOME,PASS HOME / HOME,,,,,
'8:47:06.137 PM 8/5/2021,Scanner,PASS Connected / Connected,,,,,
'8:47:06.788 PM 8/5/2021,Remotes,PASS ID / Not Connected,,,,,
'8:47:06.863 PM 8/5/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'8:47:06.964 PM 8/5/2021,DAQ Modules,PASS 6 / 6,,,,,
'8:47:07.316 PM 8/5/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:47:08.313 PM 8/5/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 16.7 inHg,,,,,
'8:47:08.922 PM 8/5/2021,Level Range (%),PASS 25 to 100 / 111,,,,,
'8:47:28.698 PM 8/5/2021,Vent,PASS PASS / -0.00017 / -0.00187,,,,,
'8:48:10.498 PM 8/5/2021,Pressure Build ,PASS PASS / 0.00504 / 0.17619,,,,,
'8:48:10.899 PM 8/5/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.2,,,,,
'8:48:14.099 PM 8/5/2021,Precool (C/min),PASS Minimum 6 / 19.9,,,,,
'8:48:36.313 PM 8/5/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'8:48:36.517 PM 8/5/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'5:45:37.821 PM 8/11/2021,HOME,PASS HOME / HOME,,,,,
'5:45:38.139 PM 8/11/2021,Scanner,PASS Connected / Connected,,,,,
'5:45:38.790 PM 8/11/2021,Remotes,PASS ID / Not Connected,,,,,
'5:45:38.870 PM 8/11/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'5:45:38.974 PM 8/11/2021,DAQ Modules,PASS 6 / 6,,,,,
'5:45:39.298 PM 8/11/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'5:45:40.300 PM 8/11/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 18.6 inHg,,,,,
'5:45:40.920 PM 8/11/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'5:45:41.114 PM 8/11/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'2:13:09.822 PM 8/17/2021,HOME,PASS HOME / HOME,,,,,
'2:13:10.140 PM 8/17/2021,Scanner,PASS Connected / Connected,,,,,
'2:13:10.783 PM 8/17/2021,Remotes,PASS ID / Not Connected,,,,,
'2:13:10.862 PM 8/17/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'2:13:10.973 PM 8/17/2021,DAQ Modules,PASS 6 / 6,,,,,
'2:13:11.322 PM 8/17/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'2:13:12.499 PM 8/17/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.2 inHg,,,,,
'2:13:13.099 PM 8/17/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'2:13:13.324 PM 8/17/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'8:04:45.790 PM 8/17/2021,HOME,PASS HOME / HOME,,,,,
'8:04:46.122 PM 8/17/2021,Scanner,PASS Connected / Connected,,,,,
'8:04:46.791 PM 8/17/2021,Remotes,PASS ID / Not Connected,,,,,
'8:04:46.871 PM 8/17/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'8:04:46.973 PM 8/17/2021,DAQ Modules,PASS 6 / 6,,,,,
'8:04:47.318 PM 8/17/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'8:04:48.303 PM 8/17/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.9 inHg,,,,,
'8:04:48.922 PM 8/17/2021,Level Range (%),PASS 25 to 100 / 109,,,,,
'8:05:03.144 PM 8/17/2021,Vent,PASS PASS / 0.00003 / -0.00460,,,,,
'8:05:24.300 PM 8/17/2021,Pressure Build ,PASS PASS / 0.02547 / 0.29663,,,,,
'8:05:24.720 PM 8/17/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 23.6,,,,,
'8:05:29.521 PM 8/17/2021,Precool (C/min),PASS Minimum 6 / 18.6,,,,,
'8:05:49.121 PM 8/17/2021,Defrost (C/min),PASS Minimum 3 / 3.1,,,,,
'8:05:49.301 PM 8/17/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'6:10:25.470 PM 10/5/2021,HOME,PASS HOME / HOME,,,,,
'6:10:25.842 PM 10/5/2021,Scanner,PASS Connected / Connected,,,,,
'6:10:26.496 PM 10/5/2021,Remotes,PASS ID / Not Connected,,,,,
'6:10:26.573 PM 10/5/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:10:26.677 PM 10/5/2021,DAQ Modules,PASS 6 / 6,,,,,
'6:10:27.023 PM 10/5/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:10:28.025 PM 10/5/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 16.3 inHg,,,,,
'6:10:28.605 PM 10/5/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'6:10:28.803 PM 10/5/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'6:57:53.752 PM 10/5/2021,HOME,PASS HOME / HOME,,,,,
'6:57:54.045 PM 10/5/2021,Scanner,PASS Connected / Connected,,,,,
'6:57:54.681 PM 10/5/2021,Remotes,PASS ID / Not Connected,,,,,
'6:57:54.766 PM 10/5/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'6:57:54.873 PM 10/5/2021,DAQ Modules,PASS 6 / 6,,,,,
'6:57:55.202 PM 10/5/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:57:56.402 PM 10/5/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.3 inHg,,,,,
'6:57:57.021 PM 10/5/2021,Level Range (%),PASS 25 to 100 / 94,,,,,
'6:58:33.618 PM 10/5/2021,Vent,PASS PASS / -0.00025 / -0.00156,,,,,
'6:59:39.605 PM 10/5/2021,Pressure Build ,PASS PASS / 0.00091 / 0.11240,,,,,
'6:59:40.025 PM 10/5/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.6,,,,,
'6:59:43.427 PM 10/5/2021,Precool (C/min),PASS Minimum 6 / 22.3,,,,,
'7:00:08.822 PM 10/5/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'7:00:09.023 PM 10/5/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'5:03:53.528 PM 10/12/2021,HOME,PASS HOME / HOME,,,,,
'5:03:53.834 PM 10/12/2021,Scanner,PASS Connected / Connected,,,,,
'5:03:54.475 PM 10/12/2021,Remotes,PASS ID / Not Connected,,,,,
'5:03:54.558 PM 10/12/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'5:03:54.680 PM 10/12/2021,DAQ Modules,PASS 6 / 6,,,,,
'5:03:55.005 PM 10/12/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'5:03:56.205 PM 10/12/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 21.9 inHg,,,,,
'5:03:56.826 PM 10/12/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'5:03:57.025 PM 10/12/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'9:05:56.985 PM 10/12/2021,HOME,PASS HOME / HOME,,,,,
'9:05:57.226 PM 10/12/2021,Scanner,PASS Connected / Connected,,,,,
'9:05:57.878 PM 10/12/2021,Remotes,PASS ID / Not Connected,,,,,
'9:05:57.958 PM 10/12/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'9:05:58.079 PM 10/12/2021,DAQ Modules,PASS 6 / 6,,,,,
'9:05:58.404 PM 10/12/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'9:05:59.426 PM 10/12/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.2 inHg,,,,,
'9:06:00.004 PM 10/12/2021,Level Range (%),FAIL 25 to 100 / -0,,,,,
'9:06:00.226 PM 10/12/2021,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'10:00:31.984 PM 10/12/2021,HOME,PASS HOME / HOME,,,,,
'10:00:32.245 PM 10/12/2021,Scanner,PASS Connected / Connected,,,,,
'10:00:32.886 PM 10/12/2021,Remotes,PASS ID / Not Connected,,,,,
'10:00:32.966 PM 10/12/2021,DAQ System,PASS Serial Number / 26404559,,,,,
'10:00:33.072 PM 10/12/2021,DAQ Modules,PASS 6 / 6,,,,,
'10:00:33.404 PM 10/12/2021,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'10:00:34.619 PM 10/12/2021,Suction (inHg),PASS 15 inHg to 35 inHg / 20.5 inHg,,,,,
'10:00:35.204 PM 10/12/2021,Level Range (%),PASS 25 to 100 / 96,,,,,
'10:01:01.605 PM 10/12/2021,Vent,PASS PASS / -0.00022 / -0.00156,,,,,
'10:01:57.022 PM 10/12/2021,Pressure Build ,PASS PASS / 0.00299 / 0.12487,,,,,
'10:01:57.404 PM 10/12/2021,Pressure Sensor (PSI),PASS 22 +/- 13 / 22.7,,,,,
'10:02:00.805 PM 10/12/2021,Precool (C/min),PASS Minimum 6 / 24.5,,,,,
'10:02:28.606 PM 10/12/2021,Defrost (C/min),PASS Minimum 3 / 3.0,,,,,
'10:02:28.819 PM 10/12/2021,BIT Result (Overall),PASS All Test Pass / PASS - COMPLETE,,,,,
'5:43:35.967 PM 3/25/2022,HOME,PASS HOME / HOME,,,,,
'5:43:36.304 PM 3/25/2022,Scanner,PASS Connected / Connected,,,,,
'5:43:36.964 PM 3/25/2022,Remotes,PASS ID / Not Connected,,,,,
'5:43:37.044 PM 3/25/2022,DAQ System,PASS Serial Number / 26404559,,,,,
'5:43:37.148 PM 3/25/2022,DAQ Modules,PASS 6 / 6,,,,,
'5:43:37.485 PM 3/25/2022,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'5:43:38.485 PM 3/25/2022,Suction (inHg),PASS 15 inHg to 35 inHg / 15.2 inHg,,,,,
'5:43:39.083 PM 3/25/2022,Level Range (%),FAIL 25 to 100 / 0,,,,,
'5:43:39.280 PM 3/25/2022,BIT Result (Overall),FAIL All Test Pass / FAIL - EMPTY,,,,,
'6:08:43.019 PM 3/25/2022,HOME,PASS HOME / HOME,,,,,
'6:08:43.314 PM 3/25/2022,Scanner,PASS Connected / Connected,,,,,
'6:08:43.925 PM 3/25/2022,Remotes,PASS ID / Not Connected,,,,,
'6:08:44.014 PM 3/25/2022,DAQ System,PASS Serial Number / 26404559,,,,,
'6:08:44.166 PM 3/25/2022,DAQ Modules,PASS 6 / 6,,,,,
'6:08:44.496 PM 3/25/2022,Cryo / Suction Pedals,PASS Valid / Valid / Valid / Valid,,,,,
'6:08:45.296 PM 3/25/2022,Suction (inHg),PASS 15 inHg to 35 inHg / 17.4 inHg,,,,,
'6:08:45.910 PM 3/25/2022,Level Range (%),PASS 25 to 100 / 109,,,,,
'6:09:01.914 PM 3/25/2022,Vent,PASS PASS / -0.00007 / -0.00086,,,,,
